Chord Name,Chord Type,Ft-E,Ft-A,Ft-D,Ft-G,Ft-B,Ft-e,Fg-E,Fg-A,Fg-D,Fg-G,Fg-B,Fg-e,Fn-E,Fn-A,Fn-D,Fn-G,Fn-B,Fn-e,Fi-E,Fi-A,Fi-D,Fi-G,Fi-B,Fi-e,Fret Positions,Finger Positions,Notes,Sorted Intervals,Grouping
B7#9,7#9,x,2,1,2,3,x,x,2,1,3,4,x,,B,Eb,A,D,,,1,3,b7,b3,,x-2-1-2-3-x,x-2-1-3-4-x,B Eb A D,1 b3 3 b7 ,
B7#9,7#9,x,5,4,4,4,5,x,2,1,1,1,3,,D,Gb,B,Eb,A,,b3,5,1,3,b7,x-5-4-4-4-5,x-2-1-1-1-3,D Gb B Eb A,1 b3 3 5 b7 ,
B7#9,7#9,x,6,7,7,7,7,x,1,3,3,3,3,,Eb,A,D,Gb,B,,3,b7,b3,5,1,x-6-7-7-7-7,x-1-3-3-3-3,Eb A D Gb B,1 b3 3 5 b7 ,
B7#9,7#9,x,x,9,8,10,10,x,x,2,1,3,4,,,B,Eb,A,D,,,1,3,b7,b3,x-x-9-8-10-10,x-x-2-1-3-4,B Eb A D,1 b3 3 b7 ,
B7b5,7b5,7,x,7,8,6,x,0,0,3,4,1,0,B,,A,Eb,F,,1,,b7,3,b5,,7-x-7-8-6-x,0-0-3-4-1-0,B A Eb F,1 3 b5 b7 ,
B7b5(#9),7b5(#9),7,8,7,8,10,10,1,2,1,3,4,4,B,F,A,Eb,A,D,1,b5,b7,3,b7,b3,7-8-7-8-10-10,1-2-1-3-4-4,B F A Eb A D,1 b3 3 b5 b7 ,
B7b5(#9),7b5(#9),13,x,13,14,15,x,1,x,2,3,4,x,F,,Eb,A,D,,b5,,3,b7,b3,,13-x-13-14-15-x,1-x-2-3-4-x,F Eb A D,b3 3 b5 b7 ,
B7b5(#9),7b5(#9),x,2,1,2,3,1,x,2,1,3,4,1,,B,Eb,A,D,F,,1,3,b7,b3,b5,x-2-1-2-3-1,x-2-1-3-4-1,B Eb A D F,1 b3 3 b5 b7 ,
B7b5(#9),7b5(#9),x,6,x,7,6,5,x,2,x,4,3,1,,Eb,,D,F,A,,3,,b3,b5,b7,x-6-x-7-6-5,x-2-x-4-3-1,Eb D F A,b3 3 b5 b7 ,
B7b5(#9),7b5(#9),x,x,12,10,10,11,x,x,3,1,1,2,,,D,F,A,Eb,,,b3,b5,b7,3,x-x-12-10-10-11,x-x-3-1-1-2,D F A Eb,b3 3 b5 b7 ,
B7b9,7b9,7,9,7,8,7,8,1,4,1,2,1,3,B,Gb,A,Eb,Gb,C,1,5,b7,3,5,b2,7-9-7-8-7-8,1-4-1-2-1-3,B Gb A Eb Gb C,1 b2 3 5 b7 ,
B7b9,7b9,7,x,7,5,4,x,3,x,4,2,1,x,B,,A,C,Eb,,1,,b7,b2,3,,7-x-7-5-4-x,3-x-4-2-1-x,B A C Eb,1 b2 3 b7 ,
B7b9,7b9,11,x,10,11,10,x,2,x,1,3,1,x,Eb,,C,Gb,A,,3,,b2,5,b7,,11-x-10-11-10-x,2-x-1-3-1-x,Eb C Gb A,b2 3 5 b7 ,
B7b9,7b9,x,2,1,2,1,2,0,2,1,3,1,4,,B,Eb,A,C,Gb,,1,3,b7,b2,5,x-2-1-2-1-2,0-2-1-3-1-4,B Eb A C Gb,1 b2 3 5 b7 ,
B7b9,7b9,x,2,1,2,1,2,x,2,1,3,1,4,,B,Eb,A,C,Gb,,1,3,b7,b2,5,x-2-1-2-1-2,x-2-1-3-1-4,B Eb A C Gb,1 b2 3 5 b7 ,
B7b9,7b9,x,x,9,7,10,8,x,x,2,1,4,1,,,B,D,A,C,,,1,b3,b7,b2,x-x-9-7-10-8,x-x-2-1-4-1,B D A C,1 b2 b3 b7 ,
B7sus4,7sus4,7,9,7,9,7,7,1,3,1,4,1,1,B,Gb,A,E,Gb,B,1,5,b7,4,5,1,7-9-7-9-7-7,1-3-1-4-1-1,B Gb A E Gb B,1 4 5 b7 ,
B7sus4,7sus4,x,2,2,2,0,2,x,1,2,3,0,4,,B,E,A,B,Gb,,1,4,b7,1,5,x-2-2-2-0-2,x-1-2-3-0-4,B E A B Gb,1 4 5 b7 ,
B7sus4,7sus4,x,2,4,2,5,2,x,1,3,1,4,1,,B,Gb,A,E,Gb,,1,5,b7,4,5,x-2-4-2-5-2,x-1-3-1-4-1,B Gb A E Gb,1 4 5 b7 ,
B7sus4,7sus4,x,x,9,11,10,12,x,x,1,3,2,4,,,B,Gb,A,E,,,1,5,b7,4,x-x-9-11-10-12,x-x-1-3-2-4,B Gb A E,1 4 5 b7 ,
B7sus4,7sus4,x,x,14,14,12,14,x,x,2,3,1,4,,,E,A,B,Gb,,,4,b7,1,5,x-x-14-14-12-14,x-x-2-3-1-4,E A B Gb,1 4 5 b7 ,
B9,9,5,4,4,4,4,x,2,1,1,1,1,0,A,Db,Gb,B,Eb,,b7,2,5,1,3,,5-4-4-4-4-x,2-1-1-1-1-0,A Db Gb B Eb,1 2 3 5 b7 ,
B9,9,7,2,7,8,7,9,0,3,1,2,1,4,B,B,A,Eb,Gb,Db,1,1,b7,3,5,2,7-2-7-8-7-9,0-3-1-2-1-4,B B A Eb Gb Db,1 2 3 5 b7 ,
B9,9,11,12,11,11,12,11,1,3,1,1,2,1,Eb,A,Db,Gb,B,Eb,3,b7,2,5,1,3,11-12-11-11-12-11,1-3-1-1-2-1,Eb A Db Gb B Eb,1 2 3 5 b7 ,
B9b5,9b5,7,6,7,6,6,7,2,1,3,1,1,4,B,Eb,A,Db,F,B,1,3,b7,2,b5,1,7-6-7-6-6-7,2-1-3-1-1-4,B Eb A Db F B,1 2 3 b5 b7 ,
B9b5,9b5,11,x,11,10,10,x,2,x,3,1,1,x,Eb,,Db,F,A,,3,,2,b5,b7,,11-x-11-10-10-x,2-x-3-1-1-x,Eb Db F A,2 3 b5 b7 ,
B9b5,9b5,x,2,1,2,2,1,x,2,1,3,4,1,,B,Eb,A,Db,F,,1,3,b7,2,b5,x-2-1-2-2-1,x-2-1-3-4-1,B Eb A Db F,1 2 3 b5 b7 ,
B9b5,9b5,x,8,9,8,10,9,x,1,2,1,4,3,,F,B,Eb,A,Db,,b5,1,3,b7,2,x-8-9-8-10-9,x-1-2-1-4-3,F B Eb A Db,1 2 3 b5 b7 ,
B9b5,9b5,x,x,13,14,14,13,x,x,1,3,4,2,,,Eb,A,Db,F,,,3,b7,2,b5,x-x-13-14-14-13,x-x-1-3-4-2,Eb A Db F,2 3 b5 b7 ,
B9sus4,9sus4,7,9,7,9,7,9,1,2,1,3,1,4,B,Gb,A,E,Gb,Db,1,5,b7,4,5,2,7-9-7-9-7-9,1-2-1-3-1-4,B Gb A E Gb Db,1 2 4 5 b7 ,
B9sus4,9sus4,7,x,7,6,5,x,3,x,4,2,1,x,B,,A,Db,E,,1,,b7,2,4,,7-x-7-6-5-x,3-x-4-2-1-x,B A Db E,1 2 4 b7 ,
B9sus4,9sus4,x,2,2,2,2,2,x,1,1,1,1,1,,B,E,A,Db,Gb,,1,4,b7,2,5,x-2-2-2-2-2,x-1-1-1-1-1,B E A Db Gb,1 2 4 5 b7 ,
B9sus4,9sus4,x,14,x,14,14,12,x,2,x,3,4,1,,B,,A,Db,E,,1,,b7,2,4,x-14-x-14-14-12,x-2-x-3-4-1,B A Db E,1 2 4 b7 ,
B9sus4,9sus4,x,x,9,9,10,9,x,x,1,1,2,1,,,B,E,A,Db,,,1,4,b7,2,x-x-9-9-10-9,x-x-1-1-2-1,B E A Db,1 2 4 b7 ,
Badd9,add9,x,2,4,4,2,2,0,1,3,4,1,1,,B,Gb,B,Db,Gb,,1,5,1,2,5,x-2-4-4-2-2,0-1-3-4-1-1,B Gb B Db Gb,1 2 5 ,
Badd9,add9,x,2,4,6,4,2,x,1,2,4,3,1,,B,Gb,Db,Eb,Gb,,1,5,2,3,5,x-2-4-6-4-2,x-1-2-4-3-1,B Gb Db Eb Gb,1 2 3 5 ,
Badd9,add9,x,4,4,4,4,x,x,1,1,1,1,x,,Db,Gb,B,Eb,,,2,5,1,3,,x-4-4-4-4-x,x-1-1-1-1-x,Db Gb B Eb,1 2 3 5 ,
Badd9,add9,x,14,13,11,14,x,x,3,2,1,4,x,,B,Eb,Gb,Db,,,1,3,5,2,,x-14-13-11-14-x,x-3-2-1-4-x,B Eb Gb Db,1 2 3 5 ,
Badd9,add9,x,x,9,8,7,9,x,x,3,2,1,4,,,B,Eb,Gb,Db,,,1,3,5,2,x-x-9-8-7-9,x-x-3-2-1-4,B Eb Gb Db,1 2 3 5 ,
Badd9,add9,x,x,11,11,12,11,x,x,1,1,2,1,,,Db,Gb,B,Eb,,,2,5,1,3,x-x-11-11-12-11,x-x-1-1-2-1,Db Gb B Eb,1 2 3 5 ,
Bdim,dim,7,x,x,7,6,7,2,x,x,3,1,4,B,,,D,F,B,1,,,b3,b5,1,7-x-x-7-6-7,2-x-x-3-1-4,B D F B,1 b3 b5 ,
Bdim,dim,x,2,0,4,3,1,x,2,0,4,3,1,,B,D,B,D,F,,1,b3,1,b3,b5,x-2-0-4-3-1,x-2-0-4-3-1,B D B D F,1 b3 b5 ,
Bdim,dim,x,2,3,4,3,x,0,1,2,4,3,0,,B,F,B,D,,,1,b5,1,b3,,x-2-3-4-3-x,0-1-2-4-3-0,B F B D,1 b3 b5 ,
Bdim,dim,x,2,3,4,3,x,x,1,2,4,3,x,,B,F,B,D,,,1,b5,1,b3,,x-2-3-4-3-x,x-1-2-4-3-x,B F B D,1 b3 b5 ,
Bdim,dim,x,x,12,10,12,10,x,x,3,1,4,1,,,D,F,B,D,,,b3,b5,1,b3,x-x-12-10-12-10,x-x-3-1-4-1,D F B D,1 b3 b5 ,
Bdim,dim,x,x,15,16,15,13,x,x,2,4,3,1,,,F,B,D,F,,,b5,1,b3,b5,x-x-15-16-15-13,x-x-2-4-3-1,F B D F,1 b3 b5 ,
Bdim7,dim7,7,8,9,7,9,7,1,2,3,1,4,1,B,F,B,D,Ab,B,1,b5,1,b3,6,1,7-8-9-7-9-7,1-2-3-1-4-1,B F B D Ab B,1 b3 b5 6 ,
Bdim7,dim7,7,x,6,7,6,x,2,x,1,3,1,x,B,,Ab,D,F,,1,,6,b3,b5,,7-x-6-7-6-x,2-x-1-3-1-x,B Ab D F,1 b3 b5 6 ,
Bdim7,dim7,x,1,0,1,0,1,0,0,0,1,0,2,,Bb,D,Ab,B,F,,7,b3,6,1,b5,x-1-0-1-0-1,0-0-0-1-0-2,Bb D Ab B F,1 b3 b5 6 7 ,
Bdim7,dim7,x,2,3,1,3,1,x,2,3,1,4,1,,B,F,Ab,D,F,,1,b5,6,b3,b5,x-2-3-1-3-1,x-2-3-1-4-1,B F Ab D F,1 b3 b5 6 ,
Bdim7,dim7,x,14,15,13,15,x,x,2,3,1,4,x,,B,F,Ab,D,,,1,b5,6,b3,,x-14-15-13-15-x,x-2-3-1-4-x,B F Ab D,1 b3 b5 6 ,
Bdim7,dim7,x,x,9,10,9,10,x,x,1,3,2,4,,,B,F,Ab,D,,,1,b5,6,b3,x-x-9-10-9-10,x-x-1-3-2-4,B F Ab D,1 b3 b5 6 ,
Bm,m,7,9,9,7,7,7,1,3,4,1,1,1,B,Gb,B,D,Gb,B,1,5,1,b3,5,1,7-9-9-7-7-7,1-3-4-1-1-1,B Gb B D Gb B,1 b3 5 ,
Bm,m,x,2,4,4,3,2,0,1,3,4,2,1,,B,Gb,B,D,Gb,,1,5,1,b3,5,x-2-4-4-3-2,0-1-3-4-2-1,B Gb B D Gb,1 b3 5 ,
Bm,m,x,2,4,4,3,2,x,1,3,4,2,1,,B,Gb,B,D,Gb,,1,5,1,b3,5,x-2-4-4-3-2,x-1-3-4-2-1,B Gb B D Gb,1 b3 5 ,
Bm,m,x,2,4,4,3,x,0,1,3,4,2,0,,B,Gb,B,D,,,1,5,1,b3,,x-2-4-4-3-x,0-1-3-4-2-0,B Gb B D,1 b3 5 ,
Bm,m,x,5,4,4,3,x,x,4,2,3,1,x,,D,Gb,B,D,,,b3,5,1,b3,,x-5-4-4-3-x,x-4-2-3-1-x,D Gb B D,1 b3 5 ,
Bm,m,x,14,12,11,12,x,x,4,2,1,3,x,,B,D,Gb,B,,,1,b3,5,1,,x-14-12-11-12-x,x-4-2-1-3-x,B D Gb B,1 b3 5 ,
Bm,m,x,x,9,11,12,10,x,x,1,3,4,2,,,B,Gb,B,D,,,1,5,1,b3,x-x-9-11-12-10,x-x-1-3-4-2,B Gb B D,1 b3 5 ,
Bm(add9),m(add9),7,9,9,7,7,9,1,2,3,1,1,4,B,Gb,B,D,Gb,Db,1,5,1,b3,5,2,7-9-9-7-7-9,1-2-3-1-1-4,B Gb B D Gb Db,1 2 b3 5 ,
Bm(add9),m(add9),10,x,x,11,12,9,2,x,x,3,4,1,D,,,Gb,B,Db,b3,,,5,1,2,10-x-x-11-12-9,2-x-x-3-4-1,D Gb B Db,1 2 b3 5 ,
Bm(add9),m(add9),x,14,12,11,14,x,x,3,2,1,4,x,,B,D,Gb,Db,,,1,b3,5,2,,x-14-12-11-14-x,x-3-2-1-4-x,B D Gb Db,1 2 b3 5 ,
Bm(add9),m(add9),x,x,0,4,2,2,x,x,0,3,1,1,,,D,B,Db,Gb,,,b3,1,2,5,x-x-0-4-2-2,x-x-0-3-1-1,D B Db Gb,1 2 b3 5 ,
Bm(add9),m(add9),x,x,11,11,12,10,x,x,2,3,4,1,,,Db,Gb,B,D,,,2,5,1,b3,x-x-11-11-12-10,x-x-2-3-4-1,Db Gb B D,1 2 b3 5 ,
Bm(maj7),m(maj7),7,9,8,7,7,7,1,3,2,1,1,1,B,Gb,Bb,D,Gb,B,1,5,7,b3,5,1,7-9-8-7-7-7,1-3-2-1-1-1,B Gb Bb D Gb B,1 b3 5 7 ,
Bm(maj7),m(maj7),x,1,4,3,3,1,x,1,4,2,3,1,,Bb,Gb,Bb,D,F,,7,5,7,b3,b5,x-1-4-3-3-1,x-1-4-2-3-1,Bb Gb Bb D F,b3 b5 5 7 ,
Bm(maj7),m(maj7),x,14,12,11,11,x,x,4,2,1,1,x,,B,D,Gb,Bb,,,1,b3,5,7,,x-14-12-11-11-x,x-4-2-1-1-x,B D Gb Bb,1 b3 5 7 ,
Bm(maj7),m(maj7),x,x,9,11,11,10,x,x,1,3,4,2,,,B,Gb,Bb,D,,,1,5,7,b3,x-x-9-11-11-10,x-x-1-3-4-2,B Gb Bb D,1 b3 5 7 ,
Bm(maj7),m(maj7),x,x,9,7,7,6,x,x,4,2,3,1,,,B,D,Gb,Bb,,,1,b3,5,7,x-x-9-7-7-6,x-x-4-2-3-1,B D Gb Bb,1 b3 5 7 ,
Bm11,m11,7,7,7,7,7,9,1,1,1,1,1,3,B,E,A,D,Gb,Db,1,4,b7,b3,5,2,7-7-7-7-7-9,1-1-1-1-1-3,B E A D Gb Db,1 2 b3 4 5 b7 ,
Bm11,m11,7,x,7,7,5,x,2,x,3,4,1,x,B,,A,D,E,,1,,b7,b3,4,,7-x-7-7-5-x,2-x-3-4-1-x,B A D E,1 b3 4 b7 ,
Bm11,m11,x,2,0,2,2,0,x,1,0,3,4,0,,B,D,A,Db,E,,1,b3,b7,2,4,x-2-0-2-2-0,x-1-0-3-4-0,B D A Db E,1 2 b3 4 b7 ,
Bm11,m11,x,2,2,2,3,2,x,1,1,1,2,1,,B,E,A,D,Gb,,1,4,b7,b3,5,x-2-2-2-3-2,x-1-1-1-2-1,B E A D Gb,1 b3 4 5 b7 ,
Bm11,m11,x,x,9,9,10,10,x,x,1,1,2,2,,,B,E,A,D,,,1,4,b7,b3,x-x-9-9-10-10,x-x-1-1-2-2,B E A D,1 b3 4 b7 ,
Bm13,m13,7,9,7,7,9,7,1,3,1,1,4,1,B,Gb,A,D,Ab,B,1,5,b7,b3,6,1,7-9-7-7-9-7,1-3-1-1-4-1,B Gb A D Ab B,1 b3 5 6 b7 ,
Bm13,m13,x,2,4,2,3,4,x,1,3,1,2,4,,B,Gb,A,D,Ab,,1,5,b7,b3,6,x-2-4-2-3-4,x-1-3-1-2-4,B Gb A D Ab,1 b3 5 6 b7 ,
Bm13,m13,x,11,x,11,10,10,x,2,x,3,1,1,,Ab,,Gb,A,D,,6,,5,b7,b3,x-11-x-11-10-10,x-2-x-3-1-1,Ab Gb A D,b3 5 6 b7 ,
Bm13,m13,x,12,12,13,14,14,x,1,1,2,3,4,,A,D,Ab,Db,Gb,,b7,b3,6,2,5,x-12-12-13-14-14,x-1-1-2-3-4,A D Ab Db Gb,2 b3 5 6 b7 ,
Bm13,m13,x,14,x,14,15,16,x,1,x,2,3,4,,B,,A,D,Ab,,1,,b7,b3,6,x-14-x-14-15-16,x-1-x-2-3-4,B A D Ab,1 b3 6 b7 ,
Bm6,m6,7,9,9,7,9,7,1,2,3,1,4,1,B,Gb,B,D,Ab,B,1,5,1,b3,6,1,7-9-9-7-9-7,1-2-3-1-4-1,B Gb B D Ab B,1 b3 5 6 ,
Bm6,m6,7,x,6,7,7,x,2,x,1,3,4,x,B,,Ab,D,Gb,,1,,6,b3,5,,7-x-6-7-7-x,2-x-1-3-4-x,B Ab D Gb,1 b3 5 6 ,
Bm6,m6,x,2,0,1,3,2,x,2,0,1,4,3,,B,D,Ab,D,Gb,,1,b3,6,b3,5,x-2-0-1-3-2,x-2-0-1-4-3,B D Ab D Gb,1 b3 5 6 ,
Bm6,m6,x,14,12,13,12,14,x,3,1,2,1,4,,B,D,Ab,B,Gb,,1,b3,6,1,5,x-14-12-13-12-14,x-3-1-2-1-4,B D Ab B Gb,1 b3 5 6 ,
Bm6,m6,x,x,4,4,3,4,0,0,2,3,1,4,,,Gb,B,D,Ab,,,5,1,b3,6,x-x-4-4-3-4,0-0-2-3-1-4,Gb B D Ab,1 b3 5 6 ,
Bm6,m6,x,x,9,11,9,10,x,x,1,3,1,2,,,B,Gb,Ab,D,,,1,5,6,b3,x-x-9-11-9-10,x-x-1-3-1-2,B Gb Ab D,1 b3 5 6 ,
Bm6/9,m6/9,10,x,11,11,9,x,2,x,3,4,1,x,D,,Db,Gb,Ab,,b3,,2,5,6,,10-x-11-11-9-x,2-x-3-4-1-x,D Db Gb Ab,2 b3 5 6 ,
Bm6/9,m6/9,x,2,0,1,2,2,x,2,0,1,3,4,,B,D,Ab,Db,Gb,,1,b3,6,2,5,x-2-0-1-2-2,x-2-0-1-3-4,B D Ab Db Gb,1 2 b3 5 6 ,
Bm6/9,m6/9,x,14,12,13,14,x,x,3,1,2,4,x,,B,D,Ab,Db,,,1,b3,6,2,,x-14-12-13-14-x,x-3-1-2-4-x,B D Ab Db,1 2 b3 6 ,
Bm6/9,m6/9,x,x,9,7,9,9,x,x,2,1,3,4,,,B,D,Ab,Db,,,1,b3,6,2,x-x-9-7-9-9,x-x-2-1-3-4,B D Ab Db,1 2 b3 6 ,
Bm6/9,m6/9,x,x,11,13,12,10,x,x,2,4,3,1,,,Db,Ab,B,D,,,2,6,1,b3,x-x-11-13-12-10,x-x-2-4-3-1,Db Ab B D,1 2 b3 6 ,
Bm7,m7,7,9,7,7,10,7,1,3,1,1,4,1,B,Gb,A,D,A,B,1,5,b7,b3,b7,1,7-9-7-7-10-7,1-3-1-1-4-1,B Gb A D A B,1 b3 5 b7 ,
Bm7,m7,7,x,7,7,7,x,2,x,3,3,3,x,B,,A,D,Gb,,1,,b7,b3,5,,7-x-7-7-7-x,2-x-3-3-3-x,B A D Gb,1 b3 5 b7 ,
Bm7,m7,x,2,0,2,0,2,0,2,0,3,0,4,,B,D,A,B,Gb,,1,b3,b7,1,5,x-2-0-2-0-2,0-2-0-3-0-4,B D A B Gb,1 b3 5 b7 ,
Bm7,m7,x,2,0,2,0,2,x,1,0,2,0,3,,B,D,A,B,Gb,,1,b3,b7,1,5,x-2-0-2-0-2,x-1-0-2-0-3,B D A B Gb,1 b3 5 b7 ,
Bm7,m7,x,2,4,2,3,2,x,1,3,1,2,1,,B,Gb,A,D,Gb,,1,5,b7,b3,5,x-2-4-2-3-2,x-1-3-1-2-1,B Gb A D Gb,1 b3 5 b7 ,
Bm7,m7,x,x,9,11,10,10,x,x,1,4,2,3,,,B,Gb,A,D,,,1,5,b7,b3,x-x-9-11-10-10,x-x-1-4-2-3,B Gb A D,1 b3 5 b7 ,
Bm7b5,m7b5,7,x,7,7,6,x,2,x,3,4,1,x,B,,A,D,F,,1,,b7,b3,b5,,7-x-7-7-6-x,2-x-3-4-1-x,B A D F,1 b3 b5 b7 ,
Bm7b5,m7b5,x,2,0,2,0,1,0,2,0,3,0,1,,B,D,A,B,F,,1,b3,b7,1,b5,x-2-0-2-0-1,0-2-0-3-0-1,B D A B F,1 b3 b5 b7 ,
Bm7b5,m7b5,x,2,0,2,0,1,x,2,0,3,0,1,,B,D,A,B,F,,1,b3,b7,1,b5,x-2-0-2-0-1,x-2-0-3-0-1,B D A B F,1 b3 b5 b7 ,
Bm7b5,m7b5,x,2,3,2,3,x,x,1,3,2,4,x,,B,F,A,D,,,1,b5,b7,b3,,x-2-3-2-3-x,x-1-3-2-4-x,B F A D,1 b3 b5 b7 ,
Bm7b5,m7b5,x,14,12,10,10,x,x,4,2,1,1,x,,B,D,F,A,,,1,b3,b5,b7,,x-14-12-10-10-x,x-4-2-1-1-x,B D F A,1 b3 b5 b7 ,
Bm7b5,m7b5,x,x,9,10,10,10,x,x,1,3,3,3,,,B,F,A,D,,,1,b5,b7,b3,x-x-9-10-10-10,x-x-1-3-3-3,B F A D,1 b3 b5 b7 ,
Bm9,m9,7,9,7,7,7,9,1,3,1,1,1,4,B,Gb,A,D,Gb,Db,1,5,b7,b3,5,2,7-9-7-7-7-9,1-3-1-1-1-4,B Gb A D Gb Db,1 2 b3 5 b7 ,
Bm9,m9,x,2,0,2,2,2,0,1,0,2,3,4,,B,D,A,Db,Gb,,1,b3,b7,2,5,x-2-0-2-2-2,0-1-0-2-3-4,B D A Db Gb,1 2 b3 5 b7 ,
Bm9,m9,x,2,0,2,2,2,x,2,0,3,3,3,,B,D,A,Db,Gb,,1,b3,b7,2,5,x-2-0-2-2-2,x-2-0-3-3-3,B D A Db Gb,1 2 b3 5 b7 ,
Bm9,m9,x,14,12,14,14,x,x,2,1,3,4,x,,B,D,A,Db,,,1,b3,b7,2,,x-14-12-14-14-x,x-2-1-3-4-x,B D A Db,1 2 b3 b7 ,
Bm9,m9,x,x,9,7,10,9,x,x,2,1,4,3,,,B,D,A,Db,,,1,b3,b7,2,x-x-9-7-10-9,x-x-2-1-4-3,B D A Db,1 2 b3 b7 ,
Bm9,m9,x,x,12,14,14,14,x,x,1,3,3,3,,,D,A,Db,Gb,,,b3,b7,2,5,x-x-12-14-14-14,x-x-1-3-3-3,D A Db Gb,2 b3 5 b7 ,
Bm9(maj7),m9(maj7),7,9,8,7,7,9,1,3,2,1,1,4,B,Gb,Bb,D,Gb,Db,1,5,7,b3,5,2,7-9-8-7-7-9,1-3-2-1-1-4,B Gb Bb D Gb Db,1 2 b3 5 7 ,
Bm9(maj7),m9(maj7),9,9,8,7,7,7,3,4,2,1,1,1,Db,Gb,Bb,D,Gb,B,2,5,7,b3,5,1,9-9-8-7-7-7,3-4-2-1-1-1,Db Gb Bb D Gb B,1 2 b3 5 7 ,
Bm9(maj7),m9(maj7),x,1,0,3,2,2,x,1,0,4,2,3,,Bb,D,Bb,Db,Gb,,7,b3,7,2,5,x-1-0-3-2-2,x-1-0-4-2-3,Bb D Bb Db Gb,2 b3 5 7 ,
Bm9(maj7),m9(maj7),x,14,12,15,14,x,x,2,1,4,3,x,,B,D,Bb,Db,,,1,b3,7,2,,x-14-12-15-14-x,x-2-1-4-3-x,B D Bb Db,1 2 b3 7 ,
Bm9(maj7),m9(maj7),x,x,12,11,11,9,x,x,4,2,3,1,,,D,Gb,Bb,Db,,,b3,5,7,2,x-x-12-11-11-9,x-x-4-2-3-1,D Gb Bb Db,2 b3 5 7 ,
Bm9b5,m9b5,7,8,7,7,10,9,1,2,1,1,4,3,B,F,A,D,A,Db,1,b5,b7,b3,b7,2,7-8-7-7-10-9,1-2-1-1-4-3,B F A D A Db,1 2 b3 b5 b7 ,
Bm9b5,m9b5,10,x,11,10,10,x,1,x,4,2,3,x,D,,Db,F,A,,b3,,2,b5,b7,,10-x-11-10-10-x,1-x-4-2-3-x,D Db F A,2 b3 b5 b7 ,
Bm9b5,m9b5,x,2,0,2,2,1,x,2,0,3,4,1,,B,D,A,Db,F,,1,b3,b7,2,b5,x-2-0-2-2-1,x-2-0-3-4-1,B D A Db F,1 2 b3 b5 b7 ,
Bm9b5,m9b5,x,4,3,4,3,5,x,2,1,3,1,4,,Db,F,B,D,A,,2,b5,1,b3,b7,x-4-3-4-3-5,x-2-1-3-1-4,Db F B D A,1 2 b3 b5 b7 ,
Bm9b5,m9b5,x,x,7,7,6,9,x,x,2,3,1,4,,,A,D,F,Db,,,b7,b3,b5,2,x-x-7-7-6-9,x-x-2-3-1-4,A D F Db,2 b3 b5 b7 ,
Bmaj13,maj13,7,6,6,6,7,6,2,1,1,1,3,1,B,Eb,Ab,Db,Gb,Bb,1,3,6,2,5,7,7-6-6-6-7-6,2-1-1-1-3-1,B Eb Ab Db Gb Bb,1 2 3 5 6 7 ,
Bmaj13,maj13,7,x,8,8,9,x,1,x,2,3,4,x,B,,Bb,Eb,Ab,,1,,7,3,6,,7-x-8-8-9-x,1-x-2-3-4-x,B Bb Eb Ab,1 3 6 7 ,
Bmaj13,maj13,x,2,4,3,4,4,x,1,3,2,4,4,,B,Gb,Bb,Eb,Ab,,1,5,7,3,6,x-2-4-3-4-4,x-1-3-2-4-4,B Gb Bb Eb Ab,1 3 5 6 7 ,
Bmaj13,maj13,x,11,9,11,11,11,x,2,1,3,3,3,,Ab,B,Gb,Bb,Eb,,6,1,5,7,3,x-11-9-11-11-11,x-2-1-3-3-3,Ab B Gb Bb Eb,1 3 5 6 7 ,
Bmaj13,maj13,x,14,13,13,11,11,x,4,2,3,1,1,,B,Eb,Ab,Bb,Eb,,1,3,6,7,3,x-14-13-13-11-11,x-4-2-3-1-1,B Eb Ab Bb Eb,1 3 6 7 ,
Bmaj7,maj7,x,2,4,3,4,2,0,1,3,2,4,1,,B,Gb,Bb,Eb,Gb,,1,5,7,3,5,x-2-4-3-4-2,0-1-3-2-4-1,B Gb Bb Eb Gb,1 3 5 7 ,
Bmaj7#11,maj7#11,7,x,8,8,6,x,2,x,3,4,1,x,B,,Bb,Eb,F,,1,,7,3,b5,,7-x-8-8-6-x,2-x-3-4-1-x,B Bb Eb F,1 3 b5 7 ,
Bmaj7#11,maj7#11,x,2,1,3,4,1,x,2,1,3,4,1,,B,Eb,Bb,Eb,F,,1,3,7,3,b5,x-2-1-3-4-1,x-2-1-3-4-1,B Eb Bb Eb F,1 3 b5 7 ,
Bmaj7#11,maj7#11,x,6,4,4,6,6,x,2,1,1,3,4,,Eb,Gb,B,F,Bb,,3,5,1,b5,7,x-6-4-4-6-6,x-2-1-1-3-4,Eb Gb B F Bb,1 3 b5 5 7 ,
Bmaj7#11,maj7#11,x,x,9,10,11,11,x,x,1,2,3,3,,,B,F,Bb,Eb,,,1,b5,7,3,x-x-9-10-11-11,x-x-1-2-3-3,B F Bb Eb,1 3 b5 7 ,
Bmaj7#11,maj7#11,x,x,13,11,11,13,x,x,3,1,1,4,,,Eb,Gb,Bb,F,,,3,5,7,b5,x-x-13-11-11-13,x-x-3-1-1-4,Eb Gb Bb F,3 b5 5 7 ,
Bmaj9,maj9,6,4,4,4,4,x,3,1,1,1,1,0,Bb,Db,Gb,B,Eb,,7,2,5,1,3,,6-4-4-4-4-x,3-1-1-1-1-0,Bb Db Gb B Eb,1 2 3 5 7 ,
